timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1670263907361,32,JSR223 Sampler,200,OK,Thread Group - 2 2-6,text,true,,0,0,45,45,null,0,0,0
1670263907393,13,JSR223 - Print,200,OK,Thread Group - 2 2-6,text,true,,0,0,45,45,null,0,0,0
1670263907411,2057,List Users,200,OK,Thread Group - 2 2-6,text,true,,2172,1526,45,45,http://host.docker.internal:30005/api/cas/iam/users/users/,2057,0,0
1670263909471,32,List Policies,200,OK,Thread Group - 2 2-6,text,true,,843,1532,45,45,http://host.docker.internal:30005/api/cas/iam/policies/policies/,32,0,0
1670263909516,81,Sign Out - Org User,200,OK,Thread Group - 2 2-6,text,true,,680,1565,45,45,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,81,0,0
1670263909599,189,Sign In - Org User,200,OK,Thread Group - 2 2-7,text,true,,1998,302,44,44,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,189,0,3
1670263909789,25,JSR223 Sampler,200,OK,Thread Group - 2 2-7,text,true,,0,0,44,44,null,0,0,0
1670263909815,11,JSR223 - Print,200,OK,Thread Group - 2 2-7,text,true,,0,0,44,44,null,0,0,0
1670263909844,2031,List Users,403,Forbidden,Thread Group - 2 2-7,text,true,,286,1526,44,44,http://host.docker.internal:30005/api/cas/iam/users/users/,2031,0,0
1670263911880,40,List Policies,200,OK,Thread Group - 2 2-7,text,true,,843,1532,44,44,http://host.docker.internal:30005/api/cas/iam/policies/policies/,40,0,0
1670263911923,101,Sign Out - Org User,200,OK,Thread Group - 2 2-7,text,true,,680,1565,44,44,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,101,0,0
1670263912026,2174,Sign In - Org User,200,OK,Thread Group - 2 2-8,text,true,,2001,302,43,43,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2174,0,3
1670263914201,17,JSR223 Sampler,200,OK,Thread Group - 2 2-8,text,true,,0,0,43,43,null,0,0,0
1670263914218,8,JSR223 - Print,200,OK,Thread Group - 2 2-8,text,true,,0,0,43,43,null,0,0,0
1670263914236,2037,List Policies,403,Forbidden,Thread Group - 2 2-8,text,true,,286,1532,43,43,http://host.docker.internal:30005/api/cas/iam/policies/policies/,2037,0,0
1670263916276,19,List Users,403,Forbidden,Thread Group - 2 2-8,text,true,,284,1526,43,43,http://host.docker.internal:30005/api/cas/iam/users/users/,18,0,0
1670263916304,2066,Sign Out - Org User,200,OK,Thread Group - 2 2-8,text,true,,682,1565,43,43,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,2066,0,0
1670263918372,207,Sign In - Org User,200,OK,Thread Group - 2 2-9,text,true,,2002,301,42,42,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,207,0,3
1670263918580,23,JSR223 Sampler,200,OK,Thread Group - 2 2-9,text,true,,0,0,42,42,null,0,0,0
1670263918603,8,JSR223 - Print,200,OK,Thread Group - 2 2-9,text,true,,0,0,42,42,null,0,0,0
1670263918622,41,List Users,200,OK,Thread Group - 2 2-9,text,true,,2170,1530,42,42,http://host.docker.internal:30005/api/cas/iam/users/users/,41,0,0
1670263918665,21,List Policies,403,Forbidden,Thread Group - 2 2-9,text,true,,284,1536,42,42,http://host.docker.internal:30005/api/cas/iam/policies/policies/,21,0,0
1670263918695,45,Sign Out - Org User,200,OK,Thread Group - 2 2-9,text,true,,680,1569,42,42,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,45,0,0
1670263918743,2171,Sign In - Org User,200,OK,Thread Group - 2 2-10,text,true,,2001,300,41,41,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2171,0,2
1670263920915,19,JSR223 Sampler,200,OK,Thread Group - 2 2-10,text,true,,0,0,41,41,null,0,0,0
1670263920935,8,JSR223 - Print,200,OK,Thread Group - 2 2-10,text,true,,0,0,41,41,null,0,0,0
1670263920958,2060,List Users,200,OK,Thread Group - 2 2-10,text,true,,2172,1526,41,41,http://host.docker.internal:30005/api/cas/iam/users/users/,2059,0,0
1670263923020,32,List Policies,403,Forbidden,Thread Group - 2 2-10,text,true,,284,1532,41,41,http://host.docker.internal:30005/api/cas/iam/policies/policies/,32,0,0
1670263923060,40,Sign Out - Org User,200,OK,Thread Group - 2 2-10,text,true,,680,1565,41,41,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,40,0,0
1670263923102,212,Sign In - Org User,200,OK,Thread Group - 2 2-11,text,true,,1998,301,40,40,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,212,0,4
1670263923315,28,JSR223 Sampler,200,OK,Thread Group - 2 2-11,text,true,,0,0,40,40,null,0,0,0
1670263923344,12,JSR223 - Print,200,OK,Thread Group - 2 2-11,text,true,,0,0,40,40,null,0,0,0
1670263923369,53,List Users,200,OK,Thread Group - 2 2-11,text,true,,2170,1526,40,40,http://host.docker.internal:30005/api/cas/iam/users/users/,53,0,0
1670263923425,27,List Policies,403,Forbidden,Thread Group - 2 2-11,text,true,,284,1532,40,40,http://host.docker.internal:30005/api/cas/iam/policies/policies/,27,0,0
1670263923461,112,Sign Out - Org User,200,OK,Thread Group - 2 2-11,text,true,,680,1565,40,40,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,112,0,0
1670263923575,2205,Sign In - Org User,200,OK,Thread Group - 2 2-12,text,true,,2001,302,39,39,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2204,0,5
1670263925780,22,JSR223 Sampler,200,OK,Thread Group - 2 2-12,text,true,,0,0,39,39,null,0,0,0
1670263925802,9,JSR223 - Print,200,OK,Thread Group - 2 2-12,text,true,,0,0,39,39,null,0,0,0
1670263925831,16,List Users,403,Forbidden,Thread Group - 2 2-12,text,true,,284,1526,39,39,http://host.docker.internal:30005/api/cas/iam/users/users/,16,0,0
1670263925850,35,List Policies,200,OK,Thread Group - 2 2-12,text,true,,843,1532,39,39,http://host.docker.internal:30005/api/cas/iam/policies/policies/,34,0,0
1670263925887,45,Sign Out - Org User,200,OK,Thread Group - 2 2-12,text,true,,680,1565,39,39,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,45,0,0
1670263925934,2176,Sign In - Org User,200,OK,Thread Group - 2 2-13,text,true,,2001,300,38,38,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2176,0,2
1670263928110,18,JSR223 Sampler,200,OK,Thread Group - 2 2-13,text,true,,0,0,38,38,null,0,0,0
1670263928128,7,JSR223 - Print,200,OK,Thread Group - 2 2-13,text,true,,0,0,38,38,null,0,0,0
1670263928140,4042,List Users,200,OK,Thread Group - 2 2-13,text,true,,2172,1526,38,38,http://host.docker.internal:30005/api/cas/iam/users/users/,4042,0,0
1670263932183,28,List Policies,200,OK,Thread Group - 2 2-13,text,true,,843,1532,38,38,http://host.docker.internal:30005/api/cas/iam/policies/policies/,28,0,0
1670263932219,32,Sign Out - Org User,200,OK,Thread Group - 2 2-13,text,true,,680,1565,38,38,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,32,0,0
1670263932252,2200,Sign In - Org User,200,OK,Thread Group - 2 2-14,text,true,,2001,300,37,37,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2200,0,2
1670263934453,27,JSR223 Sampler,200,OK,Thread Group - 2 2-14,text,true,,0,0,37,37,null,0,0,0
1670263934480,10,JSR223 - Print,200,OK,Thread Group - 2 2-14,text,true,,0,0,37,37,null,0,0,0
1670263934513,2033,List Users,403,Forbidden,Thread Group - 2 2-14,text,true,,286,1526,37,37,http://host.docker.internal:30005/api/cas/iam/users/users/,2033,0,0
1670263936549,31,List Policies,200,OK,Thread Group - 2 2-14,text,true,,843,1532,37,37,http://host.docker.internal:30005/api/cas/iam/policies/policies/,31,0,0
1670263936583,102,Sign Out - Org User,200,OK,Thread Group - 2 2-14,text,true,,680,1565,37,37,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,101,0,0
1670263936687,2180,Sign In - Org User,200,OK,Thread Group - 2 2-15,text,true,,2001,301,36,36,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2180,0,3
1670263938868,16,JSR223 Sampler,200,OK,Thread Group - 2 2-15,text,true,,0,0,36,36,null,0,0,0
1670263938885,7,JSR223 - Print,200,OK,Thread Group - 2 2-15,text,true,,0,0,36,36,null,0,0,0
1670263938897,2062,List Users,200,OK,Thread Group - 2 2-15,text,true,,2172,1526,36,36,http://host.docker.internal:30005/api/cas/iam/users/users/,2061,0,0
1670263940962,50,List Policies,200,OK,Thread Group - 2 2-15,text,true,,843,1532,36,36,http://host.docker.internal:30005/api/cas/iam/policies/policies/,50,0,0
1670263941031,54,Sign Out - Org User,200,OK,Thread Group - 2 2-15,text,true,,680,1565,36,36,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,54,0,0
1670263941087,2187,Sign In - Org User,200,OK,Thread Group - 2 2-16,text,true,,2001,303,35,35,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2187,0,3
1670263943275,16,JSR223 Sampler,200,OK,Thread Group - 2 2-16,text,true,,0,0,35,35,null,0,0,0
1670263943291,10,JSR223 - Print,200,OK,Thread Group - 2 2-16,text,true,,0,0,35,35,null,0,0,0
1670263943312,24,List Users,403,Forbidden,Thread Group - 2 2-16,text,true,,284,1526,35,35,http://host.docker.internal:30005/api/cas/iam/users/users/,24,0,0
1670263943339,38,List Policies,200,OK,Thread Group - 2 2-16,text,true,,843,1532,35,35,http://host.docker.internal:30005/api/cas/iam/policies/policies/,38,0,0
1670263943380,100,Sign Out - Org User,200,OK,Thread Group - 2 2-16,text,true,,680,1565,35,35,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,100,0,0
1670263943482,221,Sign In - Org User,200,OK,Thread Group - 2 2-17,text,true,,1998,300,34,34,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,221,0,2
1670263943704,20,JSR223 Sampler,200,OK,Thread Group - 2 2-17,text,true,,0,0,34,34,null,0,0,0
1670263943724,10,JSR223 - Print,200,OK,Thread Group - 2 2-17,text,true,,0,0,34,34,null,0,0,0
1670263943744,24,List Policies,403,Forbidden,Thread Group - 2 2-17,text,true,,284,1532,34,34,http://host.docker.internal:30005/api/cas/iam/policies/policies/,24,0,0
1670263943771,71,List Users,403,Forbidden,Thread Group - 2 2-17,text,true,,284,1526,34,34,http://host.docker.internal:30005/api/cas/iam/users/users/,70,0,0
1670263943849,42,Sign Out - Org User,200,OK,Thread Group - 2 2-17,text,true,,680,1565,34,34,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,42,0,0
1670263943893,197,Sign In - Org User,200,OK,Thread Group - 2 2-18,text,true,,1998,297,33,33,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,197,0,1
1670263944090,27,JSR223 Sampler,200,OK,Thread Group - 2 2-18,text,true,,0,0,33,33,null,0,0,0
1670263944118,13,JSR223 - Print,200,OK,Thread Group - 2 2-18,text,true,,0,0,33,33,null,0,0,0
1670263944147,24,List Users,403,Forbidden,Thread Group - 2 2-18,text,true,,284,1526,33,33,http://host.docker.internal:30005/api/cas/iam/users/users/,24,0,0
1670263944175,36,List Policies,200,OK,Thread Group - 2 2-18,text,true,,843,1532,33,33,http://host.docker.internal:30005/api/cas/iam/policies/policies/,36,0,0
1670263944214,85,Sign Out - Org User,200,OK,Thread Group - 2 2-18,text,true,,680,1565,33,33,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,85,0,0
1670263944301,2197,Sign In - Org User,200,OK,Thread Group - 2 2-19,text,true,,2001,299,32,32,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2197,0,3
1670263946500,434,JSR223 Sampler,200,OK,Thread Group - 2 2-19,text,true,,0,0,32,32,null,0,0,0
1670263946935,32,JSR223 - Print,200,OK,Thread Group - 2 2-19,text,true,,0,0,32,32,null,0,0,0
1670263946977,2153,List Users,200,OK,Thread Group - 2 2-19,text,true,,2160,1526,32,32,http://host.docker.internal:30005/api/cas/iam/users/users/,2153,0,0
1670263949132,52,List Policies,200,OK,Thread Group - 2 2-19,text,true,,843,1532,32,32,http://host.docker.internal:30005/api/cas/iam/policies/policies/,52,0,0
1670263949193,48,Sign Out - Org User,200,OK,Thread Group - 2 2-19,text,true,,680,1565,32,32,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,48,0,0
1670263949244,2175,Sign In - Org User,200,OK,Thread Group - 2 2-20,text,true,,2001,301,31,31,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2175,0,2
1670263951420,28,JSR223 Sampler,200,OK,Thread Group - 2 2-20,text,true,,0,0,31,31,null,0,0,0
1670263951448,10,JSR223 - Print,200,OK,Thread Group - 2 2-20,text,true,,0,0,31,31,null,0,0,0
1670263951477,2045,List Users,403,Forbidden,Thread Group - 2 2-20,text,true,,286,1526,31,31,http://host.docker.internal:30005/api/cas/iam/users/users/,2044,0,0
1670263953524,2047,List Policies,200,OK,Thread Group - 2 2-20,text,true,,845,1532,31,31,http://host.docker.internal:30005/api/cas/iam/policies/policies/,2047,0,0
1670263955573,45,Sign Out - Org User,200,OK,Thread Group - 2 2-20,text,true,,680,1565,31,31,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,45,0,0
1670263955620,2198,Sign In - Org User,200,OK,Thread Group - 2 2-21,text,true,,2001,297,30,30,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2198,0,4
1670263957818,15,JSR223 Sampler,200,OK,Thread Group - 2 2-21,text,true,,0,0,30,30,null,0,0,0
1670263957834,8,JSR223 - Print,200,OK,Thread Group - 2 2-21,text,true,,0,0,30,30,null,0,0,0
1670263957853,2024,List Users,403,Forbidden,Thread Group - 2 2-21,text,true,,286,1526,30,30,http://host.docker.internal:30005/api/cas/iam/users/users/,2024,0,0
1670263959879,32,List Policies,200,OK,Thread Group - 2 2-21,text,true,,843,1532,30,30,http://host.docker.internal:30005/api/cas/iam/policies/policies/,32,0,0
1670263959913,108,Sign Out - Org User,200,OK,Thread Group - 2 2-21,text,true,,680,1565,30,30,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,108,0,0
1670263960022,2188,Sign In - Org User,200,OK,Thread Group - 2 2-22,text,true,,2005,301,29,29,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2188,0,3
1670263962211,12,JSR223 Sampler,200,OK,Thread Group - 2 2-22,text,true,,0,0,29,29,null,0,0,0
1670263962223,6,JSR223 - Print,200,OK,Thread Group - 2 2-22,text,true,,0,0,29,29,null,0,0,0
1670263962236,2054,List Users,200,OK,Thread Group - 2 2-22,text,true,,2163,1530,29,29,http://host.docker.internal:30005/api/cas/iam/users/users/,2054,0,0
1670263964292,25,List Policies,403,Forbidden,Thread Group - 2 2-22,text,true,,284,1536,29,29,http://host.docker.internal:30005/api/cas/iam/policies/policies/,25,0,0
1670263964323,58,Sign Out - Org User,200,OK,Thread Group - 2 2-22,text,true,,680,1569,29,29,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,58,0,0
1670263964383,235,Sign In - Org User,200,OK,Thread Group - 2 2-23,text,true,,1998,300,28,28,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,235,0,3
1670263964619,41,JSR223 Sampler,200,OK,Thread Group - 2 2-23,text,true,,0,0,28,28,null,0,0,0
1670263964660,18,JSR223 - Print,200,OK,Thread Group - 2 2-23,text,true,,0,0,28,28,null,0,0,0
1670263964702,2079,List Users,200,OK,Thread Group - 2 2-23,text,true,,2163,1526,28,28,http://host.docker.internal:30005/api/cas/iam/users/users/,2079,0,0
1670263966782,15,List Policies,403,Forbidden,Thread Group - 2 2-23,text,true,,284,1532,28,28,http://host.docker.internal:30005/api/cas/iam/policies/policies/,15,0,0
1670263966801,40,Sign Out - Org User,200,OK,Thread Group - 2 2-23,text,true,,680,1565,28,28,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,39,0,0
1670263966842,170,Sign In - Org User,200,OK,Thread Group - 2 2-24,text,true,,1994,297,27,27,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,169,0,2
1670263967012,14,JSR223 Sampler,200,OK,Thread Group - 2 2-24,text,true,,0,0,27,27,null,0,0,0
1670263967026,6,JSR223 - Print,200,OK,Thread Group - 2 2-24,text,true,,0,0,27,27,null,0,0,0
1670263967039,38,List Users,200,OK,Thread Group - 2 2-24,text,true,,2161,1522,27,27,http://host.docker.internal:30005/api/cas/iam/users/users/,38,0,0
1670263967079,64,List Policies,403,Forbidden,Thread Group - 2 2-24,text,true,,284,1528,27,27,http://host.docker.internal:30005/api/cas/iam/policies/policies/,64,0,0
1670263967151,37,Sign Out - Org User,200,OK,Thread Group - 2 2-24,text,true,,680,1561,27,27,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,37,0,0
1670263967189,210,Sign In - Org User,200,OK,Thread Group - 2 2-25,text,true,,1998,299,26,26,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,210,0,3
1670263967399,20,JSR223 Sampler,200,OK,Thread Group - 2 2-25,text,true,,0,0,26,26,null,0,0,0
1670263967419,9,JSR223 - Print,200,OK,Thread Group - 2 2-25,text,true,,0,0,26,26,null,0,0,0
1670263967448,68,List Users,403,Forbidden,Thread Group - 2 2-25,text,true,,284,1526,26,26,http://host.docker.internal:30005/api/cas/iam/users/users/,68,0,0
1670263967523,44,List Policies,200,OK,Thread Group - 2 2-25,text,true,,843,1532,26,26,http://host.docker.internal:30005/api/cas/iam/policies/policies/,44,0,0
1670263967569,104,Sign Out - Org User,200,OK,Thread Group - 2 2-25,text,true,,680,1565,26,26,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,104,0,0
1670263967675,2188,Sign In - Org User,200,OK,Thread Group - 2 2-26,text,true,,2001,305,25,25,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2188,0,2
1670263969863,12,JSR223 Sampler,200,OK,Thread Group - 2 2-26,text,true,,0,0,25,25,null,0,0,0
1670263969875,5,JSR223 - Print,200,OK,Thread Group - 2 2-26,text,true,,0,0,25,25,null,0,0,0
1670263969888,2058,List Users,200,OK,Thread Group - 2 2-26,text,true,,2165,1526,25,25,http://host.docker.internal:30005/api/cas/iam/users/users/,2058,0,0
1670263971947,27,List Policies,403,Forbidden,Thread Group - 2 2-26,text,true,,284,1532,25,25,http://host.docker.internal:30005/api/cas/iam/policies/policies/,27,0,0
1670263971980,51,Sign Out - Org User,200,OK,Thread Group - 2 2-26,text,true,,680,1565,25,25,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,51,0,0
1670263972032,2152,Sign In - Org User,200,OK,Thread Group - 2 2-27,text,true,,2001,300,24,24,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2152,0,2
1670263974185,10,JSR223 Sampler,200,OK,Thread Group - 2 2-27,text,true,,0,0,24,24,null,0,0,0
1670263974195,4,JSR223 - Print,200,OK,Thread Group - 2 2-27,text,true,,0,0,24,24,null,0,0,0
1670263974204,18,List Policies,403,Forbidden,Thread Group - 2 2-27,text,true,,284,1532,24,24,http://host.docker.internal:30005/api/cas/iam/policies/policies/,18,0,0
1670263974224,17,List Users,403,Forbidden,Thread Group - 2 2-27,text,true,,284,1526,24,24,http://host.docker.internal:30005/api/cas/iam/users/users/,17,0,0
1670263974248,110,Sign Out - Org User,200,OK,Thread Group - 2 2-27,text,true,,680,1565,24,24,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,110,0,0
1670263974360,207,Sign In - Org User,200,OK,Thread Group - 2 2-28,text,true,,1998,297,23,23,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,207,0,2
1670263974568,18,JSR223 Sampler,200,OK,Thread Group - 2 2-28,text,true,,0,0,23,23,null,0,0,0
1670263974586,11,JSR223 - Print,200,OK,Thread Group - 2 2-28,text,true,,0,0,23,23,null,0,0,0
1670263974608,46,List Users,200,OK,Thread Group - 2 2-28,text,true,,2163,1526,23,23,http://host.docker.internal:30005/api/cas/iam/users/users/,45,0,0
1670263974656,26,List Policies,403,Forbidden,Thread Group - 2 2-28,text,true,,284,1532,23,23,http://host.docker.internal:30005/api/cas/iam/policies/policies/,26,0,0
1670263974687,107,Sign Out - Org User,200,OK,Thread Group - 2 2-28,text,true,,680,1565,23,23,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,107,0,0
1670263974795,2182,Sign In - Org User,200,OK,Thread Group - 2 2-29,text,true,,1997,296,22,22,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2182,0,2
1670263976977,10,JSR223 Sampler,200,OK,Thread Group - 2 2-29,text,true,,0,0,22,22,null,0,0,0
1670263976987,6,JSR223 - Print,200,OK,Thread Group - 2 2-29,text,true,,0,0,22,22,null,0,0,0
1670263977002,17,List Users,403,Forbidden,Thread Group - 2 2-29,text,true,,284,1522,22,22,http://host.docker.internal:30005/api/cas/iam/users/users/,17,0,0
1670263977021,29,List Policies,200,OK,Thread Group - 2 2-29,text,true,,843,1528,22,22,http://host.docker.internal:30005/api/cas/iam/policies/policies/,29,0,0
1670263977051,95,Sign Out - Org User,200,OK,Thread Group - 2 2-29,text,true,,680,1561,22,22,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,95,0,0
1670263977148,173,Sign In - Org User,200,OK,Thread Group - 2 2-30,text,true,,1998,302,21,21,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,172,0,1
1670263977321,27,JSR223 Sampler,200,OK,Thread Group - 2 2-30,text,true,,0,0,21,21,null,0,0,0
1670263977348,23,JSR223 - Print,200,OK,Thread Group - 2 2-30,text,true,,0,0,21,21,null,0,0,0
1670263977381,228,List Users,200,OK,Thread Group - 2 2-30,text,true,,2164,1526,21,21,http://host.docker.internal:30005/api/cas/iam/users/users/,228,0,0
1670263977611,140,List Policies,200,OK,Thread Group - 2 2-30,text,true,,843,1532,21,21,http://host.docker.internal:30005/api/cas/iam/policies/policies/,140,0,0
1670263977765,147,Sign Out - Org User,200,OK,Thread Group - 2 2-30,text,true,,680,1565,21,21,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,147,0,0
1670263977914,225,Sign In - Org User,200,OK,Thread Group - 2 2-31,text,true,,1998,300,20,20,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,225,0,4
1670263978140,14,JSR223 Sampler,200,OK,Thread Group - 2 2-31,text,true,,0,0,20,20,null,0,0,0
1670263978154,6,JSR223 - Print,200,OK,Thread Group - 2 2-31,text,true,,0,0,20,20,null,0,0,0
1670263978164,2042,List Users,200,OK,Thread Group - 2 2-31,text,true,,2162,1526,20,20,http://host.docker.internal:30005/api/cas/iam/users/users/,2042,0,0
1670263980208,34,List Policies,200,OK,Thread Group - 2 2-31,text,true,,843,1532,20,20,http://host.docker.internal:30005/api/cas/iam/policies/policies/,34,0,0
1670263980253,55,Sign Out - Org User,200,OK,Thread Group - 2 2-31,text,true,,680,1565,20,20,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,55,0,0
1670263980310,230,Sign In - Org User,200,OK,Thread Group - 2 2-32,text,true,,1998,299,19,19,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,230,0,2
1670263980541,30,JSR223 Sampler,200,OK,Thread Group - 2 2-32,text,true,,0,0,19,19,null,0,0,0
1670263980572,11,JSR223 - Print,200,OK,Thread Group - 2 2-32,text,true,,0,0,19,19,null,0,0,0
1670263980601,48,List Users,200,OK,Thread Group - 2 2-32,text,true,,2160,1526,19,19,http://host.docker.internal:30005/api/cas/iam/users/users/,48,0,0
1670263980651,21,List Policies,403,Forbidden,Thread Group - 2 2-32,text,true,,284,1532,19,19,http://host.docker.internal:30005/api/cas/iam/policies/policies/,21,0,0
1670263980678,103,Sign Out - Org User,200,OK,Thread Group - 2 2-32,text,true,,680,1565,19,19,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,103,0,0
1670263980783,2206,Sign In - Org User,200,OK,Thread Group - 2 2-33,text,true,,2001,301,18,18,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2206,0,3
1670263982990,14,JSR223 Sampler,200,OK,Thread Group - 2 2-33,text,true,,0,0,18,18,null,0,0,0
1670263983005,5,JSR223 - Print,200,OK,Thread Group - 2 2-33,text,true,,0,0,18,18,null,0,0,0
1670263983013,2060,List Users,200,OK,Thread Group - 2 2-33,text,true,,2162,1526,18,18,http://host.docker.internal:30005/api/cas/iam/users/users/,2060,0,0
1670263985075,85,List Policies,200,OK,Thread Group - 2 2-33,text,true,,843,1532,18,18,http://host.docker.internal:30005/api/cas/iam/policies/policies/,85,0,0
1670263985167,44,Sign Out - Org User,200,OK,Thread Group - 2 2-33,text,true,,680,1565,18,18,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,44,0,0
1670263985212,2178,Sign In - Org User,200,OK,Thread Group - 2 2-34,text,true,,2001,300,17,17,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2178,0,2
1670263987391,14,JSR223 Sampler,200,OK,Thread Group - 2 2-34,text,true,,0,0,17,17,null,0,0,0
1670263987405,6,JSR223 - Print,200,OK,Thread Group - 2 2-34,text,true,,0,0,17,17,null,0,0,0
1670263987425,2031,List Users,403,Forbidden,Thread Group - 2 2-34,text,true,,286,1526,17,17,http://host.docker.internal:30005/api/cas/iam/users/users/,2031,0,0
1670263989458,2041,List Policies,200,OK,Thread Group - 2 2-34,text,true,,845,1532,17,17,http://host.docker.internal:30005/api/cas/iam/policies/policies/,2041,0,0
1670263991500,103,Sign Out - Org User,200,OK,Thread Group - 2 2-34,text,true,,680,1565,17,17,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,103,0,0
1670263991606,2183,Sign In - Org User,200,OK,Thread Group - 2 2-35,text,true,,1997,297,16,16,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,2183,0,9
1670263993790,13,JSR223 Sampler,200,OK,Thread Group - 2 2-35,text,true,,0,0,16,16,null,0,0,0
1670263993803,4,JSR223 - Print,200,OK,Thread Group - 2 2-35,text,true,,0,0,16,16,null,0,0,0
1670263993820,2043,List Users,403,Forbidden,Thread Group - 2 2-35,text,true,,286,1522,16,16,http://host.docker.internal:30005/api/cas/iam/users/users/,2043,0,0
1670263995866,80,List Policies,200,OK,Thread Group - 2 2-35,text,true,,843,1528,16,16,http://host.docker.internal:30005/api/cas/iam/policies/policies/,80,0,0
1670263995949,68,Sign Out - Org User,200,OK,Thread Group - 2 2-35,text,true,,680,1561,16,16,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,67,0,0
1670263996018,247,Sign In - Org User,200,OK,Thread Group - 2 2-36,text,true,,1998,300,15,15,http://host.docker.internal:30005/api/cas/public/cas/basic_auth_public/signin/,247,0,3
1670263996266,17,JSR223 Sampler,200,OK,Thread Group - 2 2-36,text,true,,0,0,15,15,null,0,0,0
1670263996284,5,JSR223 - Print,200,OK,Thread Group - 2 2-36,text,true,,0,0,15,15,null,0,0,0
1670263996306,2060,List Users,403,Forbidden,Thread Group - 2 2-36,text,true,,286,1526,15,15,http://host.docker.internal:30005/api/cas/iam/users/users/,2060,0,0
1670263998368,38,List Policies,200,OK,Thread Group - 2 2-36,text,true,,843,1532,15,15,http://host.docker.internal:30005/api/cas/iam/policies/policies/,38,0,0
1670263998408,93,Sign Out - Org User,200,OK,Thread Group - 2 2-36,text,true,,680,1565,15,15,http://host.docker.internal:30005/api/cas/cas/basic_auth/signout/,93,0,0
